lang_id,level,word,meaning,example
1,4,aggressive,공격적인,The dog became aggressive when scared.
1,4,aid,"원조, 도움",The country received foreign aid.
1,4,aircraft,항공기,The aircraft landed safely.
1,4,alter,"바꾸다, 변경하다",They altered their travel plans.
1,4,amount,"양, 액수",A large amount of money was spent.
1,4,anger,분노,He couldn't hide his anger.
1,4,angle,각도,Look at the photo from a different angle.
1,4,anniversary,기념일,Today is their wedding anniversary.
1,4,annual,"매년의, 연례의",The company holds an annual meeting.
1,4,anxious,"불안한, 걱정하는",She felt anxious before the exam.
1,4,apparent,명백한,It was apparent that he was upset.
1,4,apparently,"명백히, 보아하니","Apparently, the train was delayed."
1,4,appeal,"호소하다, 매력",The idea appeals to many young people.
1,4,approach,"접근하다, 접근법",We need a new approach to this problem.
1,4,appropriate,적절한,Wear appropriate clothes for the interview.
1,4,approval,승인,The plan needs the manager's approval.
1,4,approve,승인하다,The board approved the new budget.
1,4,arise,발생하다,A problem arose during the meeting.
1,4,armed,무장한,Armed guards stood at the gate.
1,4,arms,무기,The country reduced its arms spending.
1,4,artificial,인공적인,The lake has artificial lighting at night.
1,4,ashamed,부끄러운,He felt ashamed of his behavior.
1,5,abolish,폐지하다,The government decided to abolish the old law.
1,5,abortion,낙태,The debate on abortion continues in politics.
1,5,absence,"부재, 결석",Her absence was noticed by everyone.
1,5,absent,"결석한, 없는",He was absent from class yesterday.
1,5,absurd,터무니없는,The idea seemed absurd at first.
1,5,abuse,"남용, 학대",The report described the abuse of power.
1,5,academy,"학원, 학회",She trains at a football academy.
1,5,accelerate,가속하다,The car began to accelerate quickly.
1,5,acceptance,"수용, 승낙",He received an acceptance letter from the university.
1,5,accessible,접근 가능한,The building is accessible to everyone.
1,5,accomplishment,"성취, 업적",Graduating early was a great accomplishment.
1,5,accordingly,그에 따라,"The plan failed, so we acted accordingly."
1,5,accountability,책임(성),The company promised more accountability.
1,5,accountable,책임이 있는,Leaders should be accountable for their actions.
1,5,accumulate,"축적하다, 쌓이다",Dust began to accumulate on the shelf.
1,5,accusation,"비난, 고발",He denied the accusation completely.
1,5,acute,"급성의, 예리한",The patient felt an acute pain in his chest.
1,5,adaptation,"각색, 적응",The movie is an adaptation of the novel.
1,5,adhere,"고수하다, 준수하다",Employees must adhere to the rules.
1,5,adjacent,인접한,The hotel is adjacent to the train station.
1,5,adjustment,"조정, 적응",The plan needs a small adjustment.
1,5,administer,"관리하다, 집행하다",The nurse administered the medicine.
1,5,administrative,행정의,She handles the administrative work.
1,5,administrator,"관리자, 행정관",He works as a system administrator.
1,5,admission,"입장, 입학",Admission to the museum is free.
1,5,adolescent,청소년(의),The clinic treats adolescent patients.
1,5,adoption,"입양, 채택",The couple is considering adoption.
1,5,adverse,"불리한, 부정적인",The medicine may have adverse effects.
1,5,advocate,"옹호자, 옹호하다",She is an advocate for children's rights.
1,5,aesthetic,미적인,The design has a modern aesthetic.
1,5,affection,애정,He showed great affection for his dog.
1,5,aftermath,여파,The city rebuilt in the aftermath of the storm.
1,5,aggression,공격성,The report studied aggression in children.
1,5,agricultural,농업의,The region relies on agricultural products.
1,5,alert,"경계하는, 경보",Stay alert while driving at night.
1,5,alien,"외계인, 외국의",The movie is about an alien invasion.
1,5,align,"정렬하다, 일치시키다",We need to align our goals with the company's.
1,5,alike,"비슷한, 똑같이",The two sisters look alike.
1,5,allegation,"주장, 혐의",The company denied the allegation.
1,5,alliance,동맹,The two nations formed an alliance.
1,6,ubiquitous,"어디에나 있는, 편재하는",Smartphones have become ubiquitous in modern society.
1,6,ambiguous,"애매한, 모호한",His answer was deliberately ambiguous.
1,6,paradigm,"패러다임, 전형적인 예",The discovery represented a paradigm shift in physics.
1,6,quintessential,전형적인,She is the quintessential example of a modern leader.
1,6,esoteric,"소수만 이해하는, 난해한",The lecture covered some rather esoteric topics in philosophy.
1,6,ephemeral,"일시적인, 덧없는",Fame in this industry can be ephemeral.
1,6,transient,"일시적인, 순간적인",The population of the town is largely transient.
1,6,austere,"엄격한, 소박한",He lived an austere life with few possessions.
1,6,candid,솔직한,She gave a candid account of what happened.
1,6,meticulous,"꼼꼼한, 세심한",The scientist kept meticulous records of every experiment.
1,6,resilient,회복력 있는,Children can be remarkably resilient after difficult experiences.
1,6,plausible,"그럴듯한, 타당한 것 같은",His explanation seemed plausible at first.
1,6,discern,"분별하다, 알아차리다",It was hard to discern any pattern in the data.
1,6,eloquent,"웅변적인, 유창한",The speaker gave an eloquent speech about justice.
1,6,tangible,"실체적인, 명백한",There is no tangible evidence to support the claim.
1,6,coherent,"일관성 있는, 조리 있는",She presented a coherent argument for the reform.
1,6,juxtapose,"나란히 놓다, 병치하다",The exhibit juxtaposes old photographs with modern art.
1,6,nuance,"뉘앙스, 미묘한 차이",Translating poetry requires attention to every nuance.
1,6,dichotomy,이분법,There is a clear dichotomy between theory and practice.
1,6,connotation,함축된 의미,The word has a negative connotation in this context.
1,6,obsolete,"구식의, 폐물이 된",This technology quickly became obsolete.
1,6,redundant,"불필요한, 군더더기의",Several parts of the report were redundant.
1,6,anomaly,"이례, 예외",The result was an anomaly that scientists could not explain.
1,6,paradox,역설,"It's a paradox that the more we know, the more we realize we don't know."
1,6,pragmatic,실용적인,"We need a pragmatic solution, not an idealistic one."
1,6,insinuate,"넌지시 말하다, 암시하다",He insinuated that she had lied without saying it directly.
1,6,vindicate,정당성을 입증하다,New evidence eventually vindicated her claims.
1,6,exacerbate,악화시키다,The drought exacerbated the food shortage.
1,6,capitulate,"굴복하다, 항복하다",The army refused to capitulate despite heavy losses.
1,6,equivocal,"애매한, 이중적인",His statement was equivocal and satisfied no one.
1,6,perfunctory,"형식적인, 성의 없는",He gave a perfunctory apology and left.
1,6,surreptitious,"은밀한, 몰래 하는",She took a surreptitious glance at her phone during the meeting.
1,6,gratuitous,"불필요한, 근거 없는",The movie was criticized for its gratuitous violence.
1,6,inexorable,"멈출 수 없는, 가차없는",The company's decline seemed inexorable.
1,6,circumvent,"회피하다, 우회하다",They found a way to circumvent the regulations.
1,6,deference,"존경, 경의",The students showed deference to their professor.
1,6,conundrum,"난제, 수수께끼",The puzzle presented a real conundrum for the team.
1,6,antithesis,"정반대, 대조",Her calm behavior was the antithesis of panic.
1,6,cognizant,인지하고 있는,He was fully cognizant of the risks involved.
1,6,divulge,"누설하다, 폭로하다",The lawyer refused to divulge any details of the case.
