level,subject,problem,answer
3,전치사+격 심화(mit/nach/bei),Ich wohne bei ___ Tante. (die→3격),meiner
3,전치사+격 심화(mit/nach/bei),Nach ___ Essen gehen wir spazieren. (das→3격),dem
4,수동태 심화(과거/화법조동사),Das Haus ___(짓다:bauen) letztes Jahr gebaut. (werden 과거:wurde),wurde
4,수동태 심화(과거/화법조동사),Die Arbeit muss heute ___(끝내다:beenden) werden.,beendet
4,수동태 심화(과거/화법조동사),Das Problem kann gelöst ___. (werden),werden
4,접속법 2식 심화(가정법),"Wenn ich Zeit ___(가지다:haben), würde ich kommen.",hätte
4,접속법 2식 심화(가정법),"Wenn ich reich ___(이다:sein), würde ich reisen.",wäre
4,접속법 2식 심화(가정법),"Wenn er das gewusst ___, hätte er anders gehandelt. (haben)",hätte
4,접속법 1식(간접화법),"Er sagte, er ___ müde. (sein 접속법1식:sei)",sei
4,접속법 1식(간접화법),"Sie behauptete, sie ___ die Wahrheit. (wissen:wisse)",wisse
4,접속법 1식(간접화법),"Er sagte, er ___ morgen kommen. (werden:werde)",werde
4,관계대명사 심화(전치사+관계대명사),"Das ist der Mann, mit ___ ich gesprochen habe. (dem)",dem
4,관계대명사 심화(전치사+관계대명사),"Das Haus, in ___ ich wohne, ist alt. (dem)",dem
4,관계대명사 심화(전치사+관계대명사),"Die Firma, für ___ ich arbeite, ist groß. (die)",die
4,분사구문,das schlaf___(자다:schlafen) Kind.,ende
4,분사구문,das geschrieb___(쓰다:schreiben) Buch.,ene
4,분사구문,der lächel___(웃다:lächeln) Mann.,nde
4,확장관형구,der von mir ___(읽다:lesen) Roman.,gelesene
4,확장관형구,die gestern ___(도착하다:ankommen) Gäste.,angekommenen
4,확장관형구,das lange ___(기다리다:warten) Kind.,wartende
4,이중접속사(entweder...oder),"___ kommst du, oder ich gehe allein.",Entweder
4,이중접속사(entweder...oder),"Sie ist nicht nur klug, ___ auch freundlich.",sondern
4,이중접속사(entweder...oder),"Er spricht nicht nur Deutsch, sondern ___ Französisch.",auch
4,양보접속사(obwohl/trotzdem),"Obwohl es ___(비오다:regnen), gehe ich raus.",regnet
4,양보접속사(obwohl/trotzdem),"Es regnet, ___ gehe ich raus. (trotzdem)",trotzdem
4,양보접속사(obwohl/trotzdem),"Obwohl er müde ___, arbeitet er weiter. (sein)",ist
4,목적문(damit/um...zu),"Ich lerne Deutsch, um in Deutschland zu ___(공부하다:studieren).",studieren
4,목적문(damit/um...zu),"Ich gebe ihm das Buch, ___ er es liest. (damit)",damit
4,목적문(damit/um...zu),"Sie spricht langsam, ___ ich sie verstehe. (damit)",damit
4,명사화(동사→명사),Die ___ der Firma überraschte alle. (entscheiden),Entscheidung
4,명사화(동사→명사),Die ___ dieses Themas ist unbestreitbar. (wichtig),Wichtigkeit
4,명사화(동사→명사),Seine ___ war unerwartet. (ankommen),Ankunft
4,화법조동사 심화(주관적 추측),Er ___ krank sein. (확신의 추측:müssen),muss
4,화법조동사 심화(주관적 추측),Sie ___ sehr reich sein. (들은 정보:sollen),soll
4,화법조동사 심화(주관적 추측),Das ___ ein Fehler sein. (~일지도 모른다:können),kann
4,문장부사와 어순 뉘앙스,"Leider ___ ich keine Zeit. (haben, 도치)",habe
4,문장부사와 어순 뉘앙스,"Zum Glück ___ es nicht. (regnen, 도치)",regnet
4,문장부사와 어순 뉘앙스,"Vielleicht ___ er morgen. (kommen, 도치)",kommt
5,접속법 1식 심화(보도체),"Der Minister erklärte, die Lage ___ ernst. (sein 접속법1식:sei)",sei
5,접속법 1식 심화(보도체),"Er sagte, er habe die Unterlagen bereits ___(보내다:schicken) geschickt.",geschickt
5,접속법 1식 심화(보도체),"Sie betonte, man müsse schnell ___(행동하다:handeln).",handeln
5,수동태 대용구문(sein+zu/lassen+sich),Das Problem ist zu ___(해결하다:lösen).,lösen
5,수동태 대용구문(sein+zu/lassen+sich),Das ___ sich leicht erklären. (lassen),lässt
5,수동태 대용구문(sein+zu/lassen+sich),Die Aufgabe ist noch zu ___(끝내다:erledigen).,erledigen
5,격식체 접속사(zumal/sofern),"Er kam nicht, ___ er krank war. (특히~이므로)",zumal
5,격식체 접속사(zumal/sofern),"___ es möglich ist, helfe ich dir. (~하는 한)",Sofern
5,격식체 접속사(zumal/sofern),"Ich komme, ___ ich Zeit habe. (~하는 한)",sofern
5,강조·도치구문,"Kaum ___ er das gesagt, als sie wegging. (haben)",hatte
5,강조·도치구문,So schnell ___ ich noch nie gelaufen. (sein),bin
5,강조·도치구문,Nie ___ ich so etwas gesehen. (haben),habe
5,관용 접속법 표현(sollte/als ob),"___ es regnen, bleiben wir zu Hause. (sollte)",Sollte
5,관용 접속법 표현(sollte/als ob),"Er tut, als ___ er alles wüsste. (ob)",ob
5,관용 접속법 표현(sollte/als ob),"Sie tat, als ___ nichts passiert. (sein)",wäre
5,담화표지 심화(jedoch/dennoch),Der Plan war riskant; ___ entschieden sie sich weiterzumachen.,dennoch
5,담화표지 심화(jedoch/dennoch),"Er war müde, ___ arbeitete er weiter. (jedoch)",jedoch
5,담화표지 심화(jedoch/dennoch),Das Ergebnis war ___ positiv. (그럼에도 불구하고:dennoch),dennoch
5,명사화 구문 심화,Nach der ___ des Zuges stiegen alle aus. (ankommen),Ankunft
5,명사화 구문 심화,Trotz der ___ blieb er ruhig. (schwierig:Schwierigkeiten),Schwierigkeiten
5,명사화 구문 심화,Wegen der ___ musste die Reise verschoben werden. (verspäten:Verspätung),Verspätung
5,완곡화법(Konjunktiv 공손),___ Sie mir helfen? (können),Könnten
5,완곡화법(Konjunktiv 공손),Ich ___ gern einen Kaffee. (haben),hätte
5,완곡화법(Konjunktiv 공손),"Das ___ schön. (sein, 공손한 제안)",wäre
5,병렬구조,"Sie liest gern, schreibt gern und ___(그리다:malen) gern.",malt
5,병렬구조,"Er ist nicht nur klug, sondern auch ___(친절한:freundlich).",freundlich
5,병렬구조,"Die Aufgabe erfordert Geduld, Konzentration und ___(헌신:Hingabe).",Hingabe
5,부정어 강조(keineswegs/nicht einmal),Das interessiert mich ___. (전혀),keineswegs
5,부정어 강조(keineswegs/nicht einmal),Er hat ___ angerufen. (~조차도 않다),nicht einmal
5,부정어 강조(keineswegs/nicht einmal),Ich wusste das ___. (전혀),keineswegs
6,문어체 격변화 잔재표현,Während ___ Krieges war das Leben schwer. (des),des
6,문어체 격변화 잔재표현,Trotz ___ Regens gingen sie spazieren. (des),des
6,문어체 격변화 잔재표현,Er handelte guten ___. (마음:Mutes),Mutes
6,고급 도치·강조,Selten ___ ich so etwas Schönes gesehen. (haben),habe
6,고급 도치·강조,"Kaum ___ er angekommen, als das Telefon klingelte. (sein)",war
6,고급 도치·강조,Nie zuvor ___ so viele Menschen teilgenommen. (haben),hatten
6,관용구·숙어표현,Ich drücke dir die ___. (엄지손가락:Daumen),Daumen
6,관용구·숙어표현,Das ist nicht mein ___. (맥주:Bier - 내 알 바 아니다),Bier
6,관용구·숙어표현,Ich verstehe nur ___. (역:Bahnhof - 전혀 이해 못하다),Bahnhof
6,학술적 글쓰기 문형,"Es wird ___, dass sich der Klimawandel beschleunigt. (주장하다:argumentieren)",argumentiert
6,학술적 글쓰기 문형,"Es ist zu ___, dass die Ergebnisse vorläufig sind. (강조하다:betonen)",betonen
6,학술적 글쓰기 문형,"Es lässt sich ___, dass die Theorie unvollständig ist. (확인하다:feststellen)",feststellen
6,생략과 대용,"Ich rauche nicht, er aber ___. (그렇다:schon)",schon
6,생략과 대용,"Sie glaubt es, und ich glaube es ___. (마찬가지로:auch)",auch
6,생략과 대용,"Ich bin noch nicht fertig, er aber ___. (그렇다:schon)",schon
6,뉘앙스 조동사 조합(dürfte/müsste),Er ___ schon zu Hause sein. (조심스러운 추측:dürfte),dürfte
6,뉘앙스 조동사 조합(dürfte/müsste),Das ___ richtig sein. (강한 추론:müsste),müsste
6,뉘앙스 조동사 조합(dürfte/müsste),Sie ___ es schon wissen. (조심스러운 추측:dürfte),dürfte
6,문체적 격식 표현,"Ich wäre Ihnen ___, wenn Sie mir antworten könnten. (감사한:dankbar)",dankbar
6,문체적 격식 표현,"___ Sie so freundlich, kurz zu warten? (sein)",Wären
6,문체적 격식 표현,Ich stehe für weitere Fragen zur ___. (verfügung:Verfügung),Verfügung
6,화용론적 공손 표현,"___ es Ihnen etwas ausmachen, das Fenster zu schließen? (werden)",Würde
6,화용론적 공손 표현,"Wenn es nicht zu viel ___ ist, könnten Sie mir helfen? (요구되다:verlangt)",verlangt
6,화용론적 공손 표현,"___ es möglich, dass Sie mir helfen? (sein)",Wäre
