level,subject,problem,answer
3,결과보어(được/xong/hết),Tôi ăn ___ cơm rồi. (다:hết),hết
3,결과보어(được/xong/hết),Tôi nghe ___ tiếng Việt. (가능:được),được
3,방향보어(ra/vào/lên/xuống),Anh ấy đi ___ ngoài. (밖으로:ra),ra
3,방향보어(ra/vào/lên/xuống),Cô ấy đi ___ phòng. (안으로:vào),vào
3,방향보어(ra/vào/lên/xuống),Chúng tôi đi ___ núi. (위로:lên),lên
3,강조표현(chính/ngay cả),___ anh ấy đã nói điều đó. (바로),Chính
3,강조표현(chính/ngay cả),___ trẻ con cũng biết. (~조차도),Ngay cả
3,강조표현(chính/ngay cả),___ tôi cũng không biết. (~조차도),Ngay cả
3,재귀·상호표현(nhau/tự mình),Họ yêu ___. (서로),nhau
3,재귀·상호표현(nhau/tự mình),Tôi ___ làm việc này. (스스로),tự mình
3,재귀·상호표현(nhau/tự mình),Họ giúp đỡ ___. (서로),nhau
4,이중부정,Tôi ___ phải là không thích.,không
4,이중부정,Anh ấy không phải là ___ biết. (모르다),không biết
4,이중부정,Việc này không phải là ___ thể làm được. (불가능),không thể
4,양보강조(dù...cũng),"___ khó khăn thế nào, tôi cũng sẽ cố gắng.",Dù
4,양보강조(dù...cũng),"Dù trời mưa, tôi ___ đi học. (역시)",cũng
4,양보강조(dù...cũng),"Dù ai nói gì, tôi ___ không thay đổi ý kiến.",cũng
4,추측표현(có lẽ/chắc là/hình như),___ trời sẽ mưa. (아마도),Có lẽ
4,추측표현(có lẽ/chắc là/hình như),___ anh ấy đã về. (틀림없이),Chắc là
4,추측표현(có lẽ/chắc là/hình như),___ cô ấy không biết chuyện này. (~인것같다),Hình như
4,인용·전언표현(nghe nói/theo như),___ anh ấy sắp kết hôn. (듣자하니),Nghe nói
4,인용·전언표현(nghe nói/theo như),"___ báo chí, giá cả đang tăng. (~에 따르면)",Theo như
4,인용·전언표현(nghe nói/theo như),Nghe ___ cô ấy đã chuyển nhà. (말하다:nói),nói
4,강조부사(ngay/mới/chỉ),Tôi sẽ làm ___. (즉시),ngay
4,강조부사(ngay/mới/chỉ),Tôi ___ đến. (방금),mới
4,강조부사(ngay/mới/chỉ),Tôi ___ có một cái. (오직),chỉ
4,접속부사 심화(vì vậy/do đó/tuy nhiên),"Trời mưa to, ___ chúng tôi ở nhà. (그래서)",vì vậy
4,접속부사 심화(vì vậy/do đó/tuy nhiên),"Anh ấy cố gắng, ___ vẫn thất bại. (그러나)",tuy nhiên
4,접속부사 심화(vì vậy/do đó/tuy nhiên),"Giá xăng tăng, ___ giá cả hàng hóa cũng tăng. (그러므로)",do đó
4,조건 심화(giá mà/nếu như),___ tôi giàu hơn. (~였더라면),Giá mà
4,조건 심화(giá mà/nếu như),"___ bạn cần giúp đỡ, hãy nói với tôi.",Nếu như
4,조건 심화(giá mà/nếu như),Giá mà tôi ___ biết trước. (알다:biết),biết
4,화제화 구문(còn...thì),"Tôi thích cà phê, ___ em gái tôi thì thích trà.",còn
4,화제화 구문(còn...thì),Còn bạn ___ nghĩ sao? (~로 말하자면),thì
4,화제화 구문(còn...thì),"Anh ấy giỏi tiếng Anh, còn tôi ___ giỏi tiếng Việt.",thì
4,결과구문(đến nỗi),Cô ấy mệt ___ ngủ quên.,đến nỗi
4,결과구문(đến nỗi),Trời nóng ___ không ai muốn ra ngoài.,đến nỗi
4,결과구문(đến nỗi),Anh ấy vui ___ khóc. (~할 정도로),đến nỗi
4,겸어문(mời/bảo/yêu cầu),Tôi ___ anh ấy đến nhà. (초대하다),mời
4,겸어문(mời/bảo/yêu cầu),Mẹ ___ tôi dọn phòng. (시키다:bảo),bảo
4,겸어문(mời/bảo/yêu cầu),Giáo viên ___ học sinh nộp bài. (요청하다),yêu cầu
4,관형어 심화,Cuốn sách màu đỏ ___ tôi mua hôm qua rất hay. (mà),mà
4,관형어 심화,Người đàn ông ___ đang đứng kia là bố tôi. (mà),mà
4,관형어 심화,Ngôi nhà lớn ___ chúng tôi thấy rất đẹp. (mà),mà
4,시간표현 심화(vừa mới/sắp),Tôi ___ đến. (방금 막),vừa mới
4,시간표현 심화(vừa mới/sắp),Trời ___ mưa. (곧~할것이다),sắp
4,시간표현 심화(vừa mới/sắp),Chúng tôi ___ ăn xong. (방금 막),vừa mới
5,격식체 접속사(bởi vì/do vậy),"___ trời mưa, chúng tôi hoãn chuyến đi. (왜냐하면)",Bởi vì
5,격식체 접속사(bởi vì/do vậy),"Trời mưa, ___ chúng tôi hoãn chuyến đi. (그렇기 때문에)",do vậy
5,격식체 접속사(bởi vì/do vậy),"___ anh ấy bận, cuộc họp bị hoãn. (왜냐하면)",Bởi vì
5,강조도치(chính là...mới),___ sự nỗ lực mới mang lại thành công. (바로),Chính
5,강조도치(chính là...mới),Chính sự nỗ lực ___ mang lại thành công. (~이어야만),mới
5,강조도치(chính là...mới),Chính anh ấy ___ là người giúp tôi. (~이야말로),mới
5,완곡화법(có thể nói là),___ kế hoạch này khá rủi ro. (~라고 말할 수 있다),Có thể nói là
5,완곡화법(có thể nói là),Có thể nói ___ đây là một thành công lớn. (là),là
5,완곡화법(có thể nói là),Có thể ___ rằng anh ấy đã cố gắng hết sức. (말하다:nói),nói
5,담화표지 심화(tuy nhiên/hơn nữa),"Kế hoạch có vẻ tốt; ___, vẫn có rủi ro.",tuy nhiên
5,담화표지 심화(tuy nhiên/hơn nữa),"___, chi phí khá cao. (게다가)",Hơn nữa
5,담화표지 심화(tuy nhiên/hơn nữa),"Anh ấy giỏi; ___, anh ấy còn rất chăm chỉ. (게다가)",hơn nữa
5,명사화 구문(việc/sự),___ học tiếng Việt rất thú vị. (việc),Việc
5,명사화 구문(việc/sự),___ thành công của anh ấy không phải là ngẫu nhiên. (sự),Sự
5,명사화 구문(việc/sự),___ thay đổi này ảnh hưởng đến mọi người. (sự),Sự
5,존대·공손표현(xin/kính),"___ lỗi, tôi có thể hỏi một câu không? (부디)",Xin
5,존대·공손표현(xin/kính),___ chào quý vị. (삼가),Kính
5,존대·공손표현(xin/kính),___ mời quý khách vào trong. (공손히 요청),Xin
5,병렬구조,"Cô ấy thích đọc sách, viết văn và ___(그리다:vẽ) tranh.",vẽ
5,병렬구조,Anh ấy không chỉ thông minh mà còn ___(친절한:tốt bụng).,tốt bụng
5,병렬구조,"Công việc này đòi hỏi sự kiên nhẫn, tập trung và ___(헌신:cống hiến).",cống hiến
5,부정어 강조(chẳng hề/không hề),Tôi ___ biết chuyện này. (전혀~않다),chẳng hề
5,부정어 강조(chẳng hề/không hề),Anh ấy ___ quan tâm đến việc này. (전혀~않다),không hề
5,부정어 강조(chẳng hề/không hề),Cô ấy ___ tức giận. (전혀~않다),chẳng hề
5,양태조동사 조합,Anh ấy ___ sẽ đến. (틀림없이),chắc chắn
5,양태조동사 조합,Đây ___ một sai lầm. (~일 수도 있다),có thể là
5,양태조동사 조합,Cô ấy ___ đã quên. (틀림없이),chắc chắn
5,강조구문(chính...là),___ anh ấy là người đã giúp tôi. (바로),Chính
5,강조구문(chính...là),Chính điều đó ___ lý do tôi đến đây. (~이다),là
5,강조구문(chính...là),Chính sự chăm chỉ ___ chìa khóa thành công. (~이다),là
6,문어체·한자어 표현,Chính phủ đã ___ hành quy định mới. (반포하다:ban),ban
6,문어체·한자어 표현,Vấn đề này cần được ___ quyết sớm. (해결하다:giải),giải
6,문어체·한자어 표현,Báo cáo đã được ___ bố công khai. (공포하다:công),công
6,고급 담화표지(vả lại/hơn thế nữa),"Anh ấy giỏi, ___ còn rất chăm chỉ. (게다가)",vả lại
6,고급 담화표지(vả lại/hơn thế nữa),"___, vấn đề này còn ảnh hưởng đến kinh tế. (더 나아가)",Hơn thế nữa
6,고급 담화표지(vả lại/hơn thế nữa),"Kế hoạch này tốn kém, ___ còn mất nhiều thời gian. (게다가)",vả lại
6,관용구·성어표현,Góp ý cho anh ấy chẳng khác gì nước đổ lá ___. (토란잎:khoai),khoai
6,관용구·성어표현,Một cây làm chẳng nên ___. (산:non),non
6,관용구·성어표현,"Đi một ngày đàng, học một sàng ___. (지혜:khôn)",khôn
6,학술적 글쓰기 문형,Có thể ___ luận rằng biến đổi khí hậu đang diễn ra nhanh hơn. (lập),lập
6,학술적 글쓰기 문형,Cần ___ ý rằng kết quả này chỉ là sơ bộ. (주의하다:lưu),lưu
6,학술적 글쓰기 문형,Có thể ___ định rằng lý thuyết này chưa hoàn chỉnh. (확언하다:khẳng),khẳng
6,생략과 대용,"Tôi không hút thuốc, nhưng anh ấy thì ___. (그렇다)",có
6,생략과 대용,"Cô ấy tin điều đó, và tôi cũng ___. (그렇다:vậy)",vậy
6,생략과 대용,"Tôi chưa xong, nhưng anh ấy thì ___. (끝냈다)",xong rồi
6,뉘앙스 조동사 조합(có lẽ...chăng),___ anh ấy đã quên chăng?,Có lẽ
6,뉘앙스 조동사 조합(có lẽ...chăng),Có lẽ đây là một sai lầm ___? (~는 아닐까),chăng
6,뉘앙스 조동사 조합(có lẽ...chăng),Có lẽ cô ấy không muốn đến ___? (~는 아닐까),chăng
6,문체적 격식 표현,___ gửi quý công ty. (삼가:Kính),Kính
6,문체적 격식 표현,Tôi xin ___ trọng thông báo. (정중히:trân),trân
6,문체적 격식 표현,Xin ___ ơn sự quan tâm của quý vị. (감사하다:cảm),cảm
6,화용론적 공손 표현(정중한 요청),"Nếu không ___, xin anh đóng cửa sổ lại. (폐끼치다:phiền)",phiền
6,화용론적 공손 표현(정중한 요청),Không biết anh có thể giúp tôi ___? (~할 수 있는지),không
6,화용론적 공손 표현(정중한 요청),___ anh vui lòng chờ một chút. (부디:Xin),Xin
