level,subject,problem,answer
5,화행 완곡표현(是不是/不是...吗),你___不是累了?,是
5,화행 완곡표현(是不是/不是...吗),这___很简单吗?,不是
5,화행 완곡표현(是不是/不是...吗),他是___回来了?,不是
5,사동표현 심화(令/使),这个消息___人惊讶。,令
5,사동표현 심화(令/使),他的话___大家很感动。,使
5,사동표현 심화(令/使),这件事___我很失望。,使
5,접속부사 심화(既然...就/无论...都),"___你来了,就留下来吃饭吧。",既然
5,접속부사 심화(既然...就/无论...都),"无论多忙,他___会锻炼身体。",都
5,접속부사 심화(既然...就/无论...都),"无论谁来,我___欢迎。",都
5,명사화 구문(所+동사),这是我___知道的一切。,所
5,명사화 구문(所+동사),这正是他___需要的。,所
5,명사화 구문(所+동사),这是大家___关心的问题。,所
5,겹문장 압축(관형절 심화),那个昨天我们在公园里看到___老人是我爷爷。,的
5,겹문장 압축(관형절 심화),他是我一直想见___那个人。,的
5,겹문장 압축(관형절 심화),这是我朋友推荐___那本书。,的
5,성어·고정구문 기초,他做事总是___虎虎的。(马马),马马
5,성어·고정구문 기초,她___一意地照顾孩子。(一心),一心
5,성어·고정구문 기초,这件事已经___所周知了。(众),众
6,문어체 접속사(乃至/况且),这个问题连专家___学者都答不上来。,乃至
6,문어체 접속사(乃至/况且),"___我们只是学生,当然不懂。",况且
6,문어체 접속사(乃至/况且),"他连饭钱___没有,乃至借了很多钱。",都
6,도치·강조 문어체(唯有/方能),"___努力,方能成功。",唯有
6,도치·강조 문어체(唯有/方能),"唯有坚持,___能看到成果。",方
6,도치·강조 문어체(唯有/方能),"唯有团结,___能战胜困难。",方
6,겸어문 고급(被迫/受到),他___辞职了。,被迫
6,겸어문 고급(被迫/受到),这个计划___到了大家的支持。,受
6,겸어문 고급(被迫/受到),工厂___迫停产了。,被
6,격식체 부정(并非/未必),这___偶然。,并非
6,격식체 부정(并非/未必),他说的___是真的。,未必
6,격식체 부정(并非/未必),成功___容易的事。,并非
6,성어·고정구 심화,他这么做真是画蛇___足。,添
6,성어·고정구 심화,"亡羊___牢,为时不晚。",补
6,성어·고정구 심화,这是一个___而不舍的过程。(한결같이:锲),锲
6,논설문 문형(据...称/由此可见),"___专家称,气候正在变化。",据
6,논설문 문형(据...称/由此可见),"由此可___,环保十分重要。",见
6,논설문 문형(据...称/由此可见),"据报道___,经济正在复苏。",称
6,함축적 화행(莫非/岂不是),___他忘了?,莫非
6,함축적 화행(莫非/岂不是),这___是很好吗?,岂不
6,함축적 화행(莫非/岂不是),莫非你不知道这件___吗?(일:事),事
6,문어체 조사(之/者/所),失败乃成功___母。,之
6,문어체 조사(之/者/所),爱___者众。,之
6,문어체 조사(之/者/所),"有志___,事竟成。",者
