level,subject,problem,answer
3,추측표현(ようです/みたいです),外は寒い___。,ようです
3,수수표현(あげる/もらう/くれる),友達にプレゼントを___。,あげました
3,수수표현(あげる/もらう/くれる),友達に本を___。(받았다),もらいました
3,수수표현(あげる/もらう/くれる),友達が花を___。(나에게 주었다),くれました
3,명사 수식절,昨日___(읽은:読む)本はおもしろかったです。,読んだ
3,명사 수식절,駅へ___(가는:行く)道を教えてください。,行く
3,명사 수식절,彼が___(만든:作る)料理はおいしいです。,作った
3,병렬표현(たり〜たりする),週末は本を___(읽기도 하고:読む)映画を見たりします。,読んだり
3,병렬표현(たり〜たりする),公園で歩い___、写真を撮ったりします。,たり
3,병렬표현(たり〜たりする),音楽を聞い___、本を読んだりします。,たり
4,사역수동형,母に野菜を___(억지로 먹었다:食べる)。,食べさせられました
4,사역수동형,先生に立___(억지로 서있게 되었다:立つ)。,たされました
4,사역수동형,上司に残業___(억지로 하게 되었다:する)。,させられました
4,존경어 기초,先生が___(오셨습니다:来る)。,いらっしゃいました
4,존경어 기초,社長は今何と___(말씀하셨습니까:言う)か。,おっしゃいました
4,존경어 기초,先生はもうお___になりましたか。(帰る),帰り
4,겸양어 기초,私が荷物をお___します。(持つ),持ち
4,겸양어 기초,田中と___(申す:말하다)。,申します
4,겸양어 기초,明日___(가겠습니다:行く)。,参ります
4,추측(でしょう/かもしれません),明日は晴れる___。,でしょう
4,추측(でしょう/かもしれません),彼は来ない___。,かもしれません
4,추측(でしょう/かもしれません),雨が降る___。,かもしれません
4,역접(のに),一生懸命勉強した___、試験に落ちました。,のに
4,역접(のに),薬を飲んだ___、まだ熱があります。,のに
4,역접(のに),呼んだ___、返事がありません。,のに
4,목적(ために/ように),合格する___、毎日勉強します。,ために
4,목적(ために/ように),忘れない___、書いておきます。,ように
4,목적(ために/ように),よく聞こえる___、大きい声で話します。,ように
4,가정법 심화(たとえ〜ても),たとえ雨が降っ___、行きます。,ても
4,가정법 심화(たとえ〜ても),たとえ難しく___、諦めません。,ても
4,가정법 심화(たとえ〜ても),たとえお金がなく___、幸せです。,ても
4,강조(こそ/さえ),今度___成功します。,こそ
4,강조(こそ/さえ),子供___知っています。,さえ
4,강조(こそ/さえ),彼___来ませんでした。,さえ
4,접속조사 심화(ものの/くせに),約束した___、行けませんでした。,ものの
4,접속조사 심화(ものの/くせに),知っている___、教えてくれません。,くせに
4,접속조사 심화(ものの/くせに),お金がない___、高い物を買います。,くせに
4,수동 심화(피해수동),雨に___(맞아서:降る)、濡れました。,降られて
4,수동 심화(피해수동),隣の人にタバコを___(피워서 피해를 봤다:吸う)、困りました。,吸われて
4,수동 심화(피해수동),子供に___(울어서 곤란했다:泣く)、困りました。,泣かれて
4,부대상황(まま),電気をつけた___、寝てしまいました。,まま
4,부대상황(まま),靴を履いた___、家に入りました。,まま
4,부대상황(まま),窓を開けた___、出かけました。,まま
4,나열·조건 심화(たり강조),忙しかっ___暇だったりします。,たり
4,나열·조건 심화(たり강조),高かっ___安かったりします。,たり
4,나열·조건 심화(たり강조),早く着いたり、遅く___(도착하거나:着く)します。,着いたり
5,경어 심화(조합),先生が___(말씀하신:言う)ことを伝えます。,おっしゃった
5,경어 심화(조합),私がご案内___(해드리겠습니다:する)。,いたします
5,경어 심화(조합),資料を___(보내드리겠습니다:送る)。,お送りします
5,사역 심화,少し___(쉬게 해주세요:休む)。,休ませてください
5,사역 심화,発表___(하도록 하겠습니다:する)。,させていただきます
5,사역 심화,先に帰___(가게 해주세요:帰る)。,らせてください
5,추측·전문 조합(らしい),彼はもう帰った___です。,らしい
5,추측·전문 조합(らしい),明日は雪が降る___です。,らしい
5,추측·전문 조합(らしい),そのニュースは本当___です。,らしい
5,강조 도치,それだけ___、絶対に許せない。,は
5,강조 도치,何が起きて___、私は動じない。,も
5,강조 도치,誰___、この責任は取れない。,も
5,관용표현(ものだ/わけだ),子供は元気に遊ぶ___。,ものだ
5,관용표현(ものだ/わけだ),だから彼は来なかった___。,わけだ
5,관용표현(ものだ/わけだ),時間はあっという間に過ぎる___。,ものだ
5,부정강조(ざるを得ない),状況を考えると、辞め___。(辞める),ざるを得ません
5,부정강조(ざるを得ない),彼の意見に従わ___。(従う),ざるを得ません
5,부정강조(ざるを得ない),値上げせ___。(する),ざるを得ません
5,양보(にもかかわらず),悪天候___、試合は行われました。,にもかかわらず
5,양보(にもかかわらず),努力した___、結果は出ませんでした。,にもかかわらず
5,양보(にもかかわらず),忠告した___、彼は聞きませんでした。,にもかかわらず
5,원인·이유 심화(ゆえに),経験不足___、失敗しました。,ゆえに
5,원인·이유 심화(ゆえに),貧しさ___、学校に通えませんでした。,ゆえに
5,원인·이유 심화(ゆえに),若さ___、無謀な行動をしました。,ゆえに
5,강조(を通じて/を通して),インターネット___情報を得ます。,を通じて
5,강조(を通じて/を通して),友人___その話を聞きました。,を通して
5,강조(を通じて/を通して),一年___気温が安定しています。,を通じて
5,문어체 조사(にて),本日、会議室___説明会を行います。,にて
5,문어체 조사(にて),メール___ご連絡いたします。,にて
5,문어체 조사(にて),後日、書面___お知らせします。,にて
6,고전어 잔재표현,立ち入る___。(금지 고전체),べからず
6,고전어 잔재표현,彼は席に着く___、話し始めた。(앉자마자),なり
6,고전어 잔재표현,無断駐車す___。(금지 고전체),べからず
6,최상급 격식 표현,光栄の___です。(至り),至り
6,최상급 격식 표현,これ以上___喜びはありません。(この上),この上ない
6,최상급 격식 표현,至って___な人です。(평범하다:普通),普通
6,신문체·논설체 표현,これは重要な問題___。(である체),である
6,신문체·논설체 표현,彼の主張は正しい___言えよう。(と),と
6,신문체·논설체 표현,経済成長は鈍化しつつ___。(ある),ある
6,완곡화법(のではないか),これは誤解な___と思います。,のではないか
6,완곡화법(のではないか),彼は知っていた___と思う。,のではないか
6,완곡화법(のではないか),計画に無理がある___。,のではないか
6,이중부정 표현,行けない___ではありません。,わけ
6,이중부정 표현,興味がない___でもない。,わけ
6,이중부정 표현,反対し___わけではない。(하지 않다:する),ない
6,관용구·격언 표현,猿も木から___。(떨어지다:落ちる),落ちる
6,관용구·격언 표현,石の上にも___年。(3),三
6,관용구·격언 표현,___も歩けば棒に当たる。(개:犬),犬
6,담화표지 심화(ところで/ともあれ),___、あの件はどうなりましたか。,ところで
6,담화표지 심화(ところで/ともあれ),___、結果を待ちましょう。(어쨌든),ともあれ
6,담화표지 심화(ところで/ともあれ),___、話を続けましょう。(그건 그렇다치고),それはさておき
6,뉘앙스 조동사 조합,彼はもう着いている___です。,はず
6,뉘앙스 조동사 조합,明日は雨が降る___。,だろう
6,뉘앙스 조동사 조합,彼は来ない___しれません。,かも
