lang_id,level,subject,grammar_expl
4,4,완료접속법(perfecto de subjuntivo),"완료접속법은 haya + 과거분사로 만들며, 주절이 현재이고 종속절이 이미 완료된 일을 나타낼 때 씁니다. 예문: Espero que hayas terminado. (네가 끝냈기를 바란다.)"
4,4,por/para 심화,"por는 감사/교환/대리를, para는 의견/기한/용도를 나타내는 등 por/para의 세부 용법이 확장됩니다. 예문: Gracias por tu ayuda. Para mí, esto es importante. (도와줘서 고마워. 나에게 이것은 중요하다.)"
4,4,수동태(ser+과거분사),"수동태는 ser + 과거분사로 만들며, 과거분사는 주어의 성·수에 일치시킵니다. 형태: ser + 과거분사(+ por + 행위자). 예문: La casa fue construida por mi abuelo. (그 집은 우리 할아버지가 지었다.)"
4,4,재귀수동문(se pasiva),"se pasiva는 se + 동사(3인칭)로 만들며, 행위자를 밝히지 않고 일반적인 사실을 서술할 때 씁니다. 형태: se + 동사(3인칭). 예문: Se habla español aquí. (여기서 스페인어가 쓰인다.)"
4,4,간접화법,"간접화법은 남의 말을 인용부호 없이 전달하며, 전달동사가 과거이면 시제를 한 단계 뒤로 옮깁니다(현재→불완료과거 등). 예문: Ella dijo que estaba cansada. (그녀는 피곤하다고 말했다.)"
4,4,관계절 심화(el que/lo que),"el que/la que는 명사를 대신하는 관계대명사, lo que는 앞 문장 전체나 추상적인 것을 가리킬 때 씁니다. 예문: Lo que dijiste es verdad. (네가 말한 것은 사실이다.)"
4,4,양보(aunque),"aunque는 뒤에 직설법이 오면 사실을 인정하는 양보(비록 ~이지만), 접속법이 오면 아직 확실하지 않은 가정적 양보를 나타냅니다. 예문: Aunque llueve, salgo. Aunque llueva, saldré. (비가 오지만 나간다. 비가 오더라도 나갈 것이다.)"
4,4,강조구문(lo que...es),lo que...es 구문은 문장의 특정 요소를 앞으로 내세워 강조하는 분열문입니다. 예문: Lo que necesito es más tiempo. (내가 필요한 것은 더 많은 시간이다.)
4,4,완료조건법(condicional compuesto),"완료조건법은 habría + 과거분사로 만들며, 과거 사실과 반대되는 가정의 결과(3형식 가정문)를 나타냅니다. 예문: Habría venido si hubiera podido. (할 수 있었다면 왔을 것이다.)"
4,5,접속법 대과거,"접속법 대과거는 hubiera/hubiese + 과거분사로 만들며, 과거의 완료된 사건에 대한 가정이나 소망을 나타냅니다. 예문: Ojalá hubiera sabido la verdad. (진실을 알았더라면 좋았을 텐데.)"
4,5,가정법 3형식,"가정법 3형식(si+대과거접속법, 완료조건법)은 과거 사실과 반대되는 가정을 나타냅니다. 형태: Si + hubiera+과거분사, habría+과거분사. 예문: Si hubiera estudiado, habría aprobado. (공부했더라면 합격했을 텐데.)"
4,5,접속사 심화(a pesar de que/siempre que),"a pesar de que는 '~에도 불구하고', siempre que는 '~하는 한/~할 때마다'라는 조건이나 양보를 나타내는 격식체 접속사입니다. 예문: A pesar de que llovía, salimos. Siempre que puedo, la ayudo. (비가 왔음에도 불구하고 우리는 나갔다. 할 수 있을 때마다 나는 그녀를 돕는다.)"
4,5,강조·도치구문,격식체에서는 강조하고 싶은 요소를 문두로 옮기고 주어-동사 어순을 도치시켜 강조를 만들 수 있습니다. 예문: Grande fue su sorpresa. (그의 놀라움은 컸다 - 형용사 강조 도치.)
4,5,관용 접속법 표현(ojalá/quizás),"ojalá(부디 ~하기를)는 항상 접속법과, quizás/tal vez(아마도)는 확신 정도에 따라 접속법이나 직설법과 함께 씁니다. 예문: Ojalá gane la lotería. Quizás venga mañana. (제발 복권에 당첨되길. 아마 내일 올지도 모른다.)"
4,5,담화표지 심화(sin embargo/no obstante),"sin embargo/no obstante는 '그러나/그럼에도 불구하고'라는 격식체 담화표지로, 문장 간 대조 관계를 formal하게 연결합니다. 예문: El plan era arriesgado; sin embargo, decidieron continuar. (그 계획은 위험했다; 그럼에도 그들은 계속하기로 했다.)"
4,5,명사화 구문,"동사나 형용사를 명사형으로 바꿔(decidir→decisión, importante→importancia) 문장을 더 격식적이고 압축적으로 만듭니다. 예문: La decisión de la empresa sorprendió a los inversores. (그 회사의 결정은 투자자들을 놀라게 했다.)"
4,5,완곡화법(condicional de cortesía),조건법은 직접적인 명령이나 단정을 피하고 정중하게 표현할 때도 씁니다. 예문: ¿Podría ayudarme? Me gustaría saber más. (도와주실 수 있을까요? 더 알고 싶습니다.)
4,5,병렬구조,"병렬구조는 문장에서 대등하게 나열되는 요소들의 문법적 형태를 통일시키는 것으로, 격식체 글에서 문장의 균형을 높입니다. 예문: Le gusta leer, escribir y pintar. (그는 읽기, 쓰기, 그림 그리기를 좋아한다.)"
4,5,부정어 강조(en absoluto/ni siquiera),en absoluto(전혀 ~않다)와 ni siquiera(~조차도 않다)는 부정을 강하게 강조하는 표현입니다. 예문: No me importa en absoluto. Ni siquiera me llamó. (전혀 신경 안 쓴다. 전화조차 안 했다.)
4,6,문어체 접속법 활용,"격식체·문어체에서는 -se형 접속법 과거를 선호하며, 법률/문학 텍스트에서 자주 나타납니다. 예문: Si hubiese sabido, no habría venido. (알았더라면 오지 않았을 것이다.)"
4,6,고급 도치·강조,문어체에서는 부사나 형용사를 문두에 놓고 도치를 일으켜 강조 효과를 만듭니다. 예문: Solo así se puede entender la situación. (오직 이렇게 해야만 상황을 이해할 수 있다.)
4,6,관용구·숙어표현,스페인어에는 costar un ojo de la cara(매우 비싸다)처럼 문법 규칙만으로 해석되지 않는 관용구가 많아 형태 그대로 암기해야 합니다. 예문: Este coche me costó un ojo de la cara. (이 차는 나에게 엄청 비쌌다.)
4,6,학술적 글쓰기 문형,"학술적 글쓰기에서는 se argumenta que, cabe destacar que, se podría afirmar que 같은 객관적이고 완곡한 문형을 자주 씁니다. 예문: Se argumenta que el cambio climático se está acelerando. (기후 변화가 가속화되고 있다는 주장이 제기된다.)"
4,6,생략과 대용,"앞에 나온 표현의 반복을 피하기 위해 생략하거나 lo, así 같은 대용어를 사용합니다. 예문: Yo no fumo, pero él sí. (나는 담배를 안 피우지만 그는 피운다.)"
4,6,뉘앙스 조동사 조합(deber de/poder),"deber de + 동사원형은 추측(~임에 틀림없다)을, poder + 동사원형은 가능성을 나타내며, 조합에 따라 확신 정도가 달라집니다. 예문: Debe de ser tarde. Puede que llueva. (늦었음에 틀림없다. 비가 올지도 모른다.)"
4,6,문체적 격식 표현,격식체 글에서는 구어체 축약이나 캐주얼한 표현 대신 완전한 문장 구조와 존칭(usted)을 선호합니다. 예문: Le agradecería que me respondiera lo antes posible. (가능한 한 빨리 답변해주시면 감사하겠습니다.)
4,6,화용론적 공손 표현,"¿Le importaría...?, Si no es molestia, ¿podría...? 같은 여러 완곡 표현의 조합은 공손함의 정도를 세밀하게 조절합니다. 예문: Si no es molestia, ¿podría cerrar la ventana? (혹시 괜찮으시다면, 창문 좀 닫아주시겠어요?)"
