level,subject,problem,answer
6,문어체 단순과거(passé simple),Ils ___(가다:aller) à Paris cette année-là.,allèrent
6,문어체 단순과거(passé simple),Elle ___(보다:voir) la scène avec surprise.,vit
6,고급 도치·강조,Aussi bien ___-il ce qu'on lui demandait. (faire:fit),fit
6,고급 도치·강조,À peine ___-elle arrivée qu'elle est repartie. (être:est),est
6,고급 도치·강조,Peut-être ___-t-il raison. (avoir:a),a
6,관용구·숙어표현,Cette voiture m'a coûté les yeux de la ___. (머리:tête),tête
6,관용구·숙어표현,Il pleut des ___ et des marteaux. (밧줄:cordes),cordes
6,관용구·숙어표현,Elle a un chat dans la ___. (목:gorge),gorge
6,학술적 글쓰기 문형,Il est ___ que le changement climatique s'accélère. (주장되다:soutenir),soutenu
6,학술적 글쓰기 문형,Il ___ de noter que les résultats sont préliminaires. (convenir),convient
6,학술적 글쓰기 문형,On pourrait ___ que la théorie est incomplète. (주장하다:affirmer),affirmer
6,생략과 대용,"Je ne fume pas, mais lui, ___. (그렇다)",si
6,생략과 대용,"Elle le croit, et moi aussi je le ___. (croire)",crois
6,생략과 대용,"Je n'ai pas fini, mais lui, ___. (그렇다)",si
6,뉘앙스 조동사 조합(devoir/pouvoir),Il ___ être tard. (devoir),doit
6,뉘앙스 조동사 조합(devoir/pouvoir),Il se ___ qu'il pleuve. (pouvoir),peut
6,뉘앙스 조동사 조합(devoir/pouvoir),Il doit ___(알다:savoir) la réponse.,savoir
6,문체적 격식 표현,Je vous serais ___ de bien vouloir répondre. (감사하는:reconnaissant),reconnaissant
6,문체적 격식 표현,___-vous l'obligeance d'attendre? (avoir:Auriez),Auriez
6,문체적 격식 표현,Je reste à votre ___ pour toute question. (disposition),disposition
6,화용론적 공손 표현,Cela vous ___-il de fermer la fenêtre? (dérange),dérangerait
6,화용론적 공손 표현,"Si cela ne vous ___ pas, pourriez-vous m'aider? (ennuie)",ennuie
6,화용론적 공손 표현,___-il possible que vous m'aidiez? (être),Serait
