level,subject,problem,answer
4,가정법 과거·과거완료(wish/if only),I wish she ___ (be) here now.,were
4,강조구문(it~that),It was Mary ___ broke the window.,who
4,강조구문(it~that),It was yesterday ___ I met him.,that
4,강조구문(it~that),"It is money ___ he wants, not fame.",that
4,도치구문 기초,Never ___ I seen such a beautiful sunset.,have
4,도치구문 기초,Rarely ___ she complain about anything.,does
4,도치구문 기초,Hardly ___ he arrived when the phone rang.,had
4,복합관계사,___ arrives first will get the prize.,Whoever
4,복합관계사,You can choose ___ you like.,whichever
4,복합관계사,"___ happens, stay calm.",Whatever
4,준동사 심화,It was kind ___ you to help me.,of
4,준동사 심화,It is important ___ us to arrive on time.,for
4,준동사 심화,She was surprised ___ him there. (see),to see
4,결과구문(so...that),He was ___ tired that he fell asleep immediately.,so
4,결과구문(so...that),It was ___ a difficult problem that no one could solve it.,such
4,결과구문(so...that),She spoke ___ quietly that no one could hear her.,so
4,양보구문(although/despite),"___ the rain, they went hiking.",Despite
4,양보구문(although/despite),"___ it was raining, they went hiking.",Although
4,양보구문(although/despite),He passed the exam ___ his lack of preparation.,despite
5,도치구문 심화(Not only/Rarely),"Not only ___ she win the race, but she also broke the record.",did
5,도치구문 심화(Not only/Rarely),"Not only ___ he a great singer, but he is also a talented actor.",is
5,도치구문 심화(Not only/Rarely),Rarely ___ we see such dedication.,do
5,가정법 다양한 활용(as if/suppose),He talks as if he ___ (know) everything.,knew
5,가정법 다양한 활용(as if/suppose),She acts as though she ___ (see) a ghost.,had seen
5,가정법 다양한 활용(as if/suppose),"___ you won the lottery, what would you do?",Suppose
5,분열문(cleft sentence),What she needs ___ more time.,is
5,분열문(cleft sentence),It was the manager ___ made the final decision.,who
5,분열문(cleft sentence),What surprised me ___ his sudden change of attitude.,was
5,명사화(nominalization),The company's ___ to expand surprised investors. (decide),decision
5,명사화(nominalization),The ___ of this issue cannot be overstated. (important),importance
5,명사화(nominalization),Her ___ was unexpected. (arrive),arrival
5,담화표지·연결어 심화,"The plan was risky; ___, they decided to proceed.",nevertheless
5,담화표지·연결어 심화,"He was tired; ___, he finished the marathon.",however
5,담화표지·연결어 심화,"It rained heavily; ___, the game was cancelled.",consequently
5,중첩 관계절,"The man ___ wrote this book, which became a bestseller, is my professor.",who
5,중첩 관계절,"The house ___ they bought, which needed repairs, was very cheap.",that
5,중첩 관계절,I met the woman ___ son teaches at the university that my brother attended.,whose
5,완곡화법·헤지 표현,It ___ that the results might not be accurate. (seem),seems
5,완곡화법·헤지 표현,The data ___ suggest a different conclusion. (tend to),tend to
5,완곡화법·헤지 표현,"This ___ be the best solution, though I'm not certain. (could)",could
5,강조 생략구문,She ___ care about her students. (강조),does
5,강조 생략구문,"He wanted to help, and I ___ too.",did
5,강조 생략구문,"I ___ enjoy this book, even though it was long. (강조)",did
5,미래완료·미래진행,"By next year, I ___ (graduate).",will have graduated
5,미래완료·미래진행,"This time tomorrow, I ___ (fly) to Paris.",will be flying
5,미래완료·미래진행,"By the time you arrive, we ___ (finish) dinner.",will have finished
5,복합수동태,The report ___ (submit) yesterday. (should),should have been submitted
5,복합수동태,He ___ (make) to apologize.,was made
5,복합수동태,The work ___ (finish) by Friday. (must),must be finished
6,문어체·격식체 구문,"___ the proposal to be accepted, the project would commence immediately.",Were
6,문어체·격식체 구문,"___ he arrive late, please inform me.",Should
6,문어체·격식체 구문,This is the person to ___ I spoke yesterday.,whom
6,고급 도치·강조,Only when the results were published ___ the truth become clear.,did
6,고급 도치·강조,So great was the damage ___ the town had to be evacuated.,that
6,고급 도치·강조,Such was her determination ___ nothing could stop her.,that
6,시제·양태 뉘앙스,He ___ have missed the train. (강한 확신),must
6,시제·양태 뉘앙스,She ___ have forgotten the meeting. (낮은 확신),might
6,시제·양태 뉘앙스,You ___ have called me earlier. (후회/유감),should
6,관용적 idiomatic grammar,It's high time we ___ (leave).,left
6,관용적 idiomatic grammar,I would rather ___ home tonight. (stay),stay
6,관용적 idiomatic grammar,You had better ___ this soon. (finish),finish
6,문체적 병렬구조,"She likes reading, writing, and ___. (paint)",painting
6,문체적 병렬구조,He is not only intelligent but also ___. (kind),kind
6,문체적 병렬구조,"The task requires patience, focus, and ___. (dedicate)",dedication
6,학술적 글쓰기 문형,It is widely ___ that climate change is accelerating. (argue),argued
6,학술적 글쓰기 문형,This ___ that further research is needed. (suggest),suggests
6,학술적 글쓰기 문형,It could be ___ that the results are inconclusive. (claim),claimed
6,생략과 대용(ellipsis/substitution),"I don't like coffee, but she ___.",does
6,생략과 대용(ellipsis/substitution),"He passed the exam, and so ___ she.",did
6,생략과 대용(ellipsis/substitution),"I haven't finished the report, but he ___.",has
6,화용론적 뉘앙스(모달 조합),I was wondering if you ___ possibly help me with this.,could
6,화용론적 뉘앙스(모달 조합),Would you ___ closing the window? (mind),mind
6,화용론적 뉘앙스(모달 조합),Could you ___ tell me the time? (possibly),possibly
